CaseID,Utterance,Split,Noise,NominalSNR_dB,Method,InputSNR_dB,OutputSNR_dB,SNRImprovement_dB,STOI,Runtime_s,NoiseVariation_dB,PeakAbsolute,ProxySpeechMissFraction,ProxyNonSpeechFalseAlarmFraction,UpdateOnSpeechProxyFraction,NoiseUpdateFraction
sp26_street_0dB,sp26,evaluation,street,0,fixed,0.175101824483985,3.59689586096106,3.42179403647707,0.732401362400796,0.020324,13.1523464312579,0.289576364977946,0.873015873015873,0,0,0
sp26_street_0dB,sp26,evaluation,street,0,vad,0.175101824483985,3.78284773975326,3.60774591526927,0.775635967171956,0.020466,13.1523464312579,0.346646299567811,0.751322751322751,0,0.751322751322751,0.79746835443038
sp26_street_5dB,sp26,evaluation,street,5,unprocessed,4.85079387076513,4.85079387076513,0,0.832561367538544,NaN,13.4130633905979,0.53961181640625,NaN,NaN,NaN,NaN
sp26_street_5dB,sp26,evaluation,street,5,fixed,4.85079387076513,7.30004376286627,2.44924989210114,0.80307274709721,0.020692,13.4130633905979,0.508331246858075,0.465608465608466,0,0,0
sp26_street_5dB,sp26,evaluation,street,5,vad,4.85079387076513,6.75008556617014,1.89929169540501,0.797684432319722,0.021032,13.4130633905979,0.497583223438384,0.507936507936508,0,0.507936507936508,0.594936708860759
sp26_street_10dB,sp26,evaluation,street,10,unprocessed,9.69095475353382,9.69095475353382,0,0.901454132505883,NaN,6.00917538199985,0.4681396484375,NaN,NaN,NaN,NaN
sp26_street_10dB,sp26,evaluation,street,10,fixed,9.69095475353382,10.8078085716832,1.11685381814936,0.886926463619163,0.020599,6.00917538199985,0.485293557040348,0.0634920634920635,0.2,0,0
sp26_street_10dB,sp26,evaluation,street,10,vad,9.69095475353382,10.8513802239831,1.16042547044925,0.887338687077299,0.020315,6.00917538199985,0.493068381708294,0.0529100529100529,0.3,0.0529100529100529,0.160337552742616
sp26_street_15dB,sp26,evaluation,street,15,unprocessed,15.3334569784259,15.3334569784259,0,0.982418530797522,NaN,11.4827641448403,0.45623779296875,NaN,NaN,NaN,NaN
sp26_street_15dB,sp26,evaluation,street,15,fixed,15.3334569784259,12.796485169561,-2.53697180886486,0.944231447283765,0.017054,11.4827641448403,0.47681365316601,0.201058201058201,0,0,0
sp26_street_15dB,sp26,evaluation,street,15,vad,15.3334569784259,13.374225566228,-1.95923141219788,0.937535019745878,0.019189,11.4827641448403,0.472843346174224,0.121693121693122,0.05,0.121693121693122,0.261603375527426
